stock,top5_buyers,top5_sellers,net_volume,daily_summary
HOPE,"• XL | 84.1k | 2.34bio | Avg: 279 | Retail
• XA | 38.0k | 941.07mio | Avg: 247 | Bandar
• XC | 22.8k | 661.67mio | Avg: 290 | Retail
• CP | 19.0k | 455.96mio | Avg: 245 | Mix
• YP | 8.9k | 272.62mio | Avg: 307 | Mix","• AK | 60.4k | 1.82bio | Avg: 301 | Bandar
• TP | 29.3k | 723.17mio | Avg: 247 | Bandar
• YB | 28.9k | 666.33mio | Avg: 243 | Retail
• AT | 15.2k | 438.42mio | Avg: 290 | Bandar
• AN | 13.6k | 331.84mio | Avg: 244 | Bandar",25381,"Buyer: Retail 62%, Seller: Bandar 80%"
MGLV,"• SA | 2.8k | 624.21mio | Avg: 2.260 | Bandar
• CC | 1.1k | 268.79mio | Avg: 2.374 | Mix
• AI | 500 | 117.40mio | Avg: 2.348 | Bandar
• XL | 354 | 84.13mio | Avg: 2.379 | Retail
• MG | 337 | 76.80mio | Avg: 2.279 | Mix","• LG | 3.2k | 716.77mio | Avg: 2.266 | Bandar
• HD | 1.2k | 286.98mio | Avg: 2.320 | Bandar
• AZ | 336 | 80.47mio | Avg: 2.395 | Retail
• KK | 258 | 63.42mio | Avg: 2.458 | Bandar
• FZ | 50 | 12.75mio | Avg: 2.550 | Bandar",38,"Buyer: Bandar 64%, Seller: Bandar 93%"
UVCR,"• CP | 75.4k | 1.15bio | Avg: 153 | Mix
• IU | 29.1k | 521.46mio | Avg: 179 | Bandar
• DH | 20.0k | 285.96mio | Avg: 143 | Bandar
• BK | 8.7k | 134.34mio | Avg: 155 | Bandar
• DR | 7.8k | 109.49mio | Avg: 145 | Retail","• YP | 53.5k | 804.86mio | Avg: 150 | Mix
• LG | 16.5k | 299.28mio | Avg: 181 | Bandar
• CC | 10.2k | 205.76mio | Avg: 188 | Mix
• KK | 11.3k | 200.19mio | Avg: 178 | Bandar
• TP | 10.9k | 182.46mio | Avg: 167 | Bandar",38512,"Buyer: Mix 53%, Seller: Mix 62%"
CMNT,"• KI | 13.6k | 1.04bio | Avg: 780 | Bandar
• CC | 5.7k | 476.34mio | Avg: 830 | Mix
• CP | 5.0k | 415.22mio | Avg: 833 | Mix
• AZ | 4.4k | 357.75mio | Avg: 816 | Retail
• ZP | 3.5k | 274.46mio | Avg: 793 | Bandar","• AK | 15.2k | 1.25bio | Avg: 823 | Bandar
• YP | 5.0k | 389.83mio | Avg: 782 | Mix
• IF | 4.2k | 340.51mio | Avg: 811 | Mix
• IU | 2.4k | 195.36mio | Avg: 814 | Bandar
• MI | 2.2k | 181.28mio | Avg: 834 | Bandar",3247,"Buyer: Bandar 53%, Seller: Bandar 68%"
IDEA,"• XL | 24.0k | 279.43mio | Avg: 117 | Retail
• TP | 9.8k | 110.73mio | Avg: 113 | Bandar
• CC | 7.3k | 86.68mio | Avg: 119 | Mix
• YP | 5.9k | 66.34mio | Avg: 113 | Mix
• BQ | 4.7k | 53.98mio | Avg: 115 | Bandar","• XA | 15.5k | 176.70mio | Avg: 114 | Bandar
• AI | 10.0k | 113.60mio | Avg: 114 | Bandar
• MG | 5.1k | 59.77mio | Avg: 117 | Mix
• PD | 5.0k | 56.84mio | Avg: 113 | Mix
• RO | 5.0k | 56.50mio | Avg: 113 | Bandar",11076,"Buyer: Retail 46%, Seller: Bandar 75%"
KUAS,"• YP | 210.9k | 2.15bio | Avg: 102 | Mix
• LG | 8.2k | 86.82mio | Avg: 105 | Bandar
• OD | 5.0k | 51.82mio | Avg: 104 | Bandar
• AK | 661 | 652.90k | Avg: 101 | Bandar","• SS | 60.0k | 612.00mio | Avg: 102 | Bandar
• PD | 29.5k | 304.90mio | Avg: 103 | Mix
• NI | 27.4k | 278.10mio | Avg: 102 | Bandar
• XL | 21.8k | 223.70mio | Avg: 103 | Retail
• XC | 11.8k | 121.76mio | Avg: 103 | Retail",74377,"Buyer: Mix 94%, Seller: Bandar 58%"
RMKE,"• NI | 133.3k | 67.44bio | Avg: 5.060 | Bandar
• XL | 64.0k | 32.95bio | Avg: 5.151 | Retail
• CP | 61.0k | 30.95bio | Avg: 5.076 | Mix
• AZ | 33.2k | 16.92bio | Avg: 5.099 | Retail
• MG | 32.0k | 16.22bio | Avg: 5.067 | Mix","• IN | 220.5k | 111.50bio | Avg: 5.056 | Bandar
• AK | 46.2k | 23.90bio | Avg: 5.178 | Bandar
• ZP | 41.6k | 21.05bio | Avg: 5.071 | Bandar
• OD | 33.8k | 17.19bio | Avg: 5.079 | Bandar
• LG | 20.2k | 10.23bio | Avg: 5.073 | Bandar",-38790,"Buyer: Bandar 41%, Seller: Bandar 100%"
TAYS,"• LG | 14.1k | 109.29mio | Avg: 77 | Bandar
• CC | 10.5k | 78.24mio | Avg: 76 | Mix
• KK | 9.4k | 68.03mio | Avg: 72 | Bandar
• KI | 5.4k | 42.29mio | Avg: 78 | Bandar
• PD | 5.1k | 38.03mio | Avg: 76 | Mix","• CP | 34.1k | 259.46mio | Avg: 76 | Mix
• YB | 14.8k | 106.41mio | Avg: 72 | Retail
• EP | 8.5k | 70.42mio | Avg: 80 | Mix
• HP | 2.8k | 20.66mio | Avg: 73 | Bandar
• XC | 2.2k | 17.13mio | Avg: 79 | Retail",-17767,"Buyer: Bandar 65%, Seller: Mix 68%"
NASI,"• PG | 165.5k | 2.30bio | Avg: 139 | Mix
• ZP | 117.5k | 1.46bio | Avg: 124 | Bandar
• XA | 101.3k | 1.28bio | Avg: 127 | Bandar
• AN | 100.0k | 1.26bio | Avg: 126 | Bandar
• AG | 49.7k | 687.87mio | Avg: 138 | Bandar","• BQ | 159.5k | 2.02bio | Avg: 127 | Bandar
• LG | 96.4k | 1.40bio | Avg: 143 | Bandar
• XL | 95.8k | 1.25bio | Avg: 130 | Retail
• CC | 59.0k | 815.01mio | Avg: 138 | Mix
• YB | 47.3k | 591.83mio | Avg: 127 | Retail",75919,"Buyer: Bandar 69%, Seller: Bandar 56%"
BSML,"• ZP | 70.5k | 1.86bio | Avg: 264 | Bandar
• CC | 14.5k | 380.79mio | Avg: 263 | Mix
• CP | 13.3k | 350.12mio | Avg: 266 | Mix
• AZ | 6.7k | 180.15mio | Avg: 269 | Retail
• FS | 8.3k | 177.90mio | Avg: 263 | Bandar","• PD | 30.7k | 794.46mio | Avg: 259 | Mix
• YB | 20.5k | 528.57mio | Avg: 258 | Retail
• AK | 12.9k | 340.11mio | Avg: 264 | Bandar
• GR | 9.0k | 228.78mio | Avg: 254 | Bandar
• XC | 8.5k | 219.27mio | Avg: 258 | Retail",31621,"Buyer: Bandar 70%, Seller: Mix 38%"
CHEM,"• XL | 29.2k | 331.37mio | Avg: 105 | Retail
• YP | 11.5k | 131.28mio | Avg: 105 | Mix
• PD | 11.4k | 130.63mio | Avg: 106 | Mix
• MG | 6.1k | 61.02mio | Avg: 99 | Mix
• XC | 6.0k | 57.84mio | Avg: 97 | Retail","• CC | 42.1k | 445.74mio | Avg: 106 | Mix
• YB | 21.8k | 189.38mio | Avg: 87 | Retail
• CD | 10.0k | 102.00mio | Avg: 102 | Bandar
• AN | 7.0k | 68.60mio | Avg: 98 | Bandar
• RG | 1.1k | 12.09mio | Avg: 107 | Bandar",-17797,"Buyer: Retail 55%, Seller: Mix 51%"
RAFI,"• BQ | 8.0k | 32.80mio | Avg: 41 | Bandar
• XL | 3.4k | 13.98mio | Avg: 41 | Retail
• YB | 2.1k | 8.57mio | Avg: 41 | Retail
• MG | 2.0k | 8.10mio | Avg: 41 | Mix
• OD | 452 | 1.85mio | Avg: 41 | Bandar","• CP | 12.1k | 47.10mio | Avg: 39 | Mix
• IU | 6.9k | 28.18mio | Avg: 41 | Bandar
• CC | 511 | 2.10mio | Avg: 41 | Mix
• PO | 8 | 32.80k | Avg: 41 | Bandar",-3542,"Buyer: Bandar 53%, Seller: Mix 65%"
KKES,"• MG | 10.1k | 32.41mio | Avg: 32 | Mix
• XC | 4.3k | 13.18mio | Avg: 31 | Retail
• CC | 2.7k | 9.33mio | Avg: 35 | Mix
• GR | 2.0k | 3.29mio | Avg: 32 | Bandar","• YB | 11.0k | 35.20mio | Avg: 32 | Retail
• NI | 8.9k | 28.34mio | Avg: 32 | Bandar
• XL | 8.4k | 26.92mio | Avg: 32 | Retail
• DU | 50 | 180.00k | Avg: 36 | Bandar
• QA | 35 | 119.00k | Avg: 34 | Bandar",-9277,"Buyer: Mix 67%, Seller: Retail 68%"
ELPI,"• XL | 6.3k | 922.18mio | Avg: 1.328 | Retail
• KK | 8.3k | 910.66mio | Avg: 1.096 | Bandar
• AK | 3.5k | 413.39mio | Avg: 1.180 | Bandar
• MG | 2.4k | 348.64mio | Avg: 1.336 | Mix
• CP | 3.1k | 328.76mio | Avg: 1.045 | Mix","• LG | 8.4k | 1.10bio | Avg: 1.305 | Bandar
• YP | 3.4k | 649.24mio | Avg: 1.353 | Mix
• GR | 5.2k | 528.97mio | Avg: 1.025 | Bandar
• CC | 3.8k | 470.55mio | Avg: 1.227 | Mix
• YB | 3.8k | 371.51mio | Avg: 1.020 | Retail",-924,"Buyer: Bandar 50%, Seller: Bandar 55%"
EURO,"• SQ | 4.0k | 269.27mio | Avg: 673 | Bandar
• ID | 2.5k | 150.94mio | Avg: 597 | Bandar
• BR | 1.7k | 111.60mio | Avg: 660 | Bandar
• ZR | 1.6k | 103.90mio | Avg: 655 | Bandar
• PD | 1.6k | 99.13mio | Avg: 627 | Mix","• OD | 8.3k | 479.23mio | Avg: 576 | Bandar
• MU | 2.3k | 156.86mio | Avg: 678 | Bandar
• YB | 1.3k | 82.03mio | Avg: 614 | Retail
• AT | 1.0k | 66.46mio | Avg: 639 | Bandar
• PG | 1.0k | 60.00mio | Avg: 600 | Mix",-2620,"Buyer: Bandar 86%, Seller: Bandar 83%"
TOOL,"• MG | 36.4k | 216.43mio | Avg: 60 | Mix
• XL | 12.3k | 89.71mio | Avg: 67 | Retail
• XC | 9.1k | 60.84mio | Avg: 67 | Retail
• NI | 8.3k | 55.81mio | Avg: 67 | Bandar
• EP | 8.6k | 54.21mio | Avg: 63 | Mix","• CP | 28.2k | 172.07mio | Avg: 61 | Mix
• PD | 16.4k | 106.60mio | Avg: 65 | Mix
• SQ | 8.3k | 50.91mio | Avg: 61 | Bandar
• YP | 3.9k | 42.61mio | Avg: 67 | Mix
• YB | 6.1k | 33.20mio | Avg: 60 | Retail",11797,"Buyer: Mix 60%, Seller: Mix 77%"
OMED,"• GR | 13.5k | 262.04mio | Avg: 194 | Bandar
• XL | 7.7k | 156.05mio | Avg: 203 | Retail
• IF | 6.3k | 125.87mio | Avg: 199 | Mix
• YB | 2.8k | 57.92mio | Avg: 207 | Retail
• OD | 2.5k | 53.07mio | Avg: 214 | Bandar","• KK | 17.0k | 338.32mio | Avg: 199 | Bandar
• CC | 15.3k | 309.98mio | Avg: 203 | Mix
• XC | 6.7k | 132.37mio | Avg: 198 | Retail
• EP | 2.3k | 45.00mio | Avg: 192 | Mix
• NI | 1.7k | 33.71mio | Avg: 202 | Bandar",-10161,"Buyer: Bandar 49%, Seller: Bandar 43%"
KDTN,"• ZP | 4.5k | 517.05mio | Avg: 1.152 | Bandar
• BQ | 3.6k | 395.81mio | Avg: 1.088 | Bandar
• QA | 2.2k | 260.04mio | Avg: 1.206 | Bandar
• KK | 2.0k | 237.01mio | Avg: 1.175 | Bandar
• AT | 1.3k | 160.40mio | Avg: 1.272 | Bandar","• XL | 5.3k | 613.11mio | Avg: 1.159 | Retail
• BK | 2.8k | 342.71mio | Avg: 1.239 | Bandar
• PD | 2.6k | 275.16mio | Avg: 1.088 | Mix
• IF | 2.1k | 262.06mio | Avg: 1.271 | Mix
• EP | 1.5k | 197.54mio | Avg: 1.287 | Mix",-629,"Buyer: Bandar 100%, Seller: Mix 43%"
ELIT,"• XL | 241.2k | 7.18bio | Avg: 298 | Retail
• BR | 17.7k | 436.04mio | Avg: 247 | Bandar
• GR | 5.5k | 175.67mio | Avg: 322 | Bandar
• YB | 4.3k | 132.61mio | Avg: 312 | Retail
• IH | 3.8k | 116.16mio | Avg: 306 | Mix","• BK | 63.6k | 2.07bio | Avg: 326 | Bandar
• CC | 64.4k | 1.91bio | Avg: 304 | Mix
• AK | 46.6k | 1.44bio | Avg: 309 | Bandar
• LG | 26.9k | 714.77mio | Avg: 266 | Bandar
• SQ | 16.5k | 493.17mio | Avg: 298 | Bandar",54439,"Buyer: Retail 90%, Seller: Bandar 70%"
NSSS,"• IF | 188.3k | 26.80bio | Avg: 1.427 | Mix
• YP | 20.9k | 2.92bio | Avg: 1.431 | Mix
• MG | 18.6k | 2.63bio | Avg: 1.426 | Mix
• XL | 3.4k | 627.47mio | Avg: 1.675 | Retail
• HD | 2.0k | 297.80mio | Avg: 1.489 | Bandar","• AZ | 81.7k | 11.64bio | Avg: 1.425 | Retail
• AK | 37.3k | 5.31bio | Avg: 1.432 | Bandar
• CP | 29.3k | 4.16bio | Avg: 1.428 | Mix
• DP | 27.6k | 4.02bio | Avg: 1.458 | Bandar
• PD | 20.9k | 2.99bio | Avg: 1.427 | Mix",36338,"Buyer: Mix 98%, Seller: Retail 42%"
CYBR,"• DP | 15.0k | 2.55bio | Avg: 1.702 | Bandar
• TP | 5.5k | 944.24mio | Avg: 1.696 | Bandar
• CC | 5.4k | 868.56mio | Avg: 1.613 | Mix
• YP | 4.2k | 701.55mio | Avg: 1.677 | Mix
• IF | 2.0k | 320.00mio | Avg: 1.600 | Mix","• LG | 13.4k | 2.27bio | Avg: 1.699 | Bandar
• BK | 6.1k | 1.04bio | Avg: 1.693 | Bandar
• PD | 4.7k | 759.92mio | Avg: 1.624 | Mix
• XA | 2.4k | 376.83mio | Avg: 1.586 | Bandar
• SQ | 2.2k | 357.77mio | Avg: 1.639 | Bandar",3387,"Buyer: Bandar 64%, Seller: Bandar 84%"
LOPI,"• MG | 26.0k | 399.08mio | Avg: 153 | Mix
• AD | 15.9k | 249.19mio | Avg: 156 | Retail
• YB | 8.8k | 146.96mio | Avg: 167 | Retail
• AZ | 8.2k | 127.42mio | Avg: 156 | Retail
• AK | 4.3k | 64.61mio | Avg: 151 | Bandar","• YP | 31.1k | 471.11mio | Avg: 152 | Mix
• XL | 9.6k | 147.56mio | Avg: 154 | Retail
• XC | 5.5k | 83.95mio | Avg: 152 | Retail
• SQ | 4.8k | 72.61mio | Avg: 150 | Bandar
• SA | 4.0k | 60.00mio | Avg: 150 | Bandar",8223,"Buyer: Retail 52%, Seller: Mix 57%"
AYAM,"• ZP | 75.1k | 3.33bio | Avg: 443 | Bandar
• CC | 58.1k | 2.60bio | Avg: 448 | Mix
• XL | 47.2k | 1.95bio | Avg: 418 | Retail
• XA | 40.1k | 1.67bio | Avg: 417 | Bandar
• CP | 28.5k | 1.38bio | Avg: 459 | Mix","• PC | 73.5k | 3.30bio | Avg: 450 | Bandar
• AG | 46.4k | 2.11bio | Avg: 454 | Bandar
• GA | 30.0k | 1.20bio | Avg: 400 | Bandar
• YB | 28.9k | 1.11bio | Avg: 383 | Retail
• KK | 21.2k | 923.70mio | Avg: 436 | Bandar",48934,"Buyer: Bandar 46%, Seller: Bandar 86%"
SMGA,"• LG | 91.4k | 938.97mio | Avg: 103 | Bandar
• CC | 66.9k | 702.01mio | Avg: 106 | Mix
• YP | 51.8k | 552.32mio | Avg: 107 | Mix
• ZP | 28.1k | 289.83mio | Avg: 103 | Bandar
• AK | 22.8k | 232.00mio | Avg: 104 | Bandar","• CP | 86.5k | 902.76mio | Avg: 104 | Mix
• YU | 44.4k | 475.60mio | Avg: 107 | Bandar
• PD | 37.9k | 380.82mio | Avg: 103 | Mix
• PO | 24.8k | 262.85mio | Avg: 106 | Bandar
• MG | 23.5k | 249.10mio | Avg: 106 | Mix",43922,"Buyer: Bandar 55%, Seller: Mix 68%"
MHKI,"• AK | 33.4k | 647.79mio | Avg: 211 | Bandar
• GR | 20.0k | 441.95mio | Avg: 221 | Bandar
• XL | 15.6k | 393.75mio | Avg: 231 | Retail
• KK | 13.4k | 276.76mio | Avg: 214 | Bandar
• YB | 9.4k | 189.70mio | Avg: 202 | Retail","• CC | 38.6k | 859.08mio | Avg: 223 | Mix
• PD | 16.0k | 343.51mio | Avg: 215 | Mix
• YP | 10.8k | 212.75mio | Avg: 212 | Mix
• AZ | 9.8k | 202.44mio | Avg: 208 | Retail
• AI | 7.9k | 160.76mio | Avg: 206 | Bandar",8618,"Buyer: Bandar 73%, Seller: Mix 79%"
YOII,"• XL | 121.2k | 1.32bio | Avg: 109 | Retail
• CC | 39.7k | 404.81mio | Avg: 102 | Mix
• ZP | 19.8k | 220.65mio | Avg: 111 | Bandar
• YB | 20.6k | 215.22mio | Avg: 105 | Retail
• GR | 15.9k | 198.37mio | Avg: 115 | Bandar","• MG | 199.6k | 2.06bio | Avg: 103 | Mix
• ZR | 18.8k | 225.92mio | Avg: 120 | Bandar
• YP | 14.2k | 202.15mio | Avg: 115 | Mix
• HP | 11.5k | 125.95mio | Avg: 110 | Bandar
• PD | 12.1k | 125.54mio | Avg: 104 | Mix",-39061,"Buyer: Retail 65%, Seller: Mix 88%"
BESS,"• FS | 150 | 22.73mio | Avg: 1.515 | Bandar
• PG | 100 | 15.00mio | Avg: 1.500 | Mix","• BQ | 188 | 28.03mio | Avg: 1.491 | Bandar
• YP | 142 | 21.41mio | Avg: 1.508 | Mix
• DH | 22 | 3.34mio | Avg: 1.520 | Bandar",-102,"Buyer: Bandar 60%, Seller: Bandar 60%"
AMAN,"• ZP | 11.8k | 227.05mio | Avg: 193 | Bandar
• GR | 8.5k | 193.17mio | Avg: 227 | Bandar
• PD | 6.2k | 140.38mio | Avg: 227 | Mix
• BQ | 3.6k | 70.06mio | Avg: 193 | Bandar
• DR | 1.9k | 41.43mio | Avg: 214 | Retail","• CC | 10.9k | 235.11mio | Avg: 215 | Mix
• NI | 8.2k | 177.73mio | Avg: 216 | Bandar
• XL | 6.1k | 123.65mio | Avg: 204 | Retail
• KK | 3.8k | 82.58mio | Avg: 216 | Bandar
• TP | 3.2k | 72.05mio | Avg: 224 | Bandar",-226,"Buyer: Bandar 75%, Seller: Bandar 47%"
NCKL,"• DX | 272.3k | 36.06bio | Avg: 1.324 | Bandar
• MG | 72.1k | 9.46bio | Avg: 1.312 | Mix
• TP | 69.2k | 9.39bio | Avg: 1.358 | Bandar
• KI | 38.9k | 5.08bio | Avg: 1.307 | Bandar
• YU | 35.5k | 4.73bio | Avg: 1.332 | Bandar","• AK | 149.4k | 19.71bio | Avg: 1.320 | Bandar
• AZ | 90.4k | 12.21bio | Avg: 1.351 | Retail
• YB | 82.9k | 11.19bio | Avg: 1.350 | Retail
• XL | 63.7k | 8.17bio | Avg: 1.300 | Retail
• ZP | 49.3k | 6.52bio | Avg: 1.322 | Bandar",52363,"Buyer: Bandar 85%, Seller: Retail 54%"
ADMG,"• KK | 11.3k | 260.45mio | Avg: 230 | Bandar
• PD | 6.2k | 141.71mio | Avg: 230 | Mix
• AZ | 1.2k | 24.77mio | Avg: 202 | Retail
• CP | 800 | 16.00mio | Avg: 200 | Mix
• YB | 46 | 915.40k | Avg: 199 | Retail","• XL | 9.7k | 214.64mio | Avg: 222 | Retail
• EP | 4.0k | 88.87mio | Avg: 223 | Mix
• YP | 2.8k | 62.08mio | Avg: 218 | Mix
• SQ | 2.0k | 47.55mio | Avg: 234 | Bandar
• CC | 526 | 10.99mio | Avg: 209 | Mix",478,"Buyer: Bandar 58%, Seller: Retail 51%"
ADRO,"• XL | 123.0k | 26.91bio | Avg: 2.187 | Retail
• TP | 110.9k | 24.48bio | Avg: 2.208 | Bandar
• ZP | 85.1k | 18.86bio | Avg: 2.217 | Bandar
• HD | 48.5k | 9.84bio | Avg: 2.028 | Bandar
• YP | 39.7k | 8.89bio | Avg: 2.238 | Mix","• CC | 187.4k | 40.48bio | Avg: 2.160 | Mix
• AK | 119.0k | 28.32bio | Avg: 2.239 | Bandar
• YU | 37.3k | 7.75bio | Avg: 2.080 | Bandar
• GR | 38.0k | 7.72bio | Avg: 2.055 | Bandar
• EP | 33.8k | 7.16bio | Avg: 2.122 | Mix",-8260,"Buyer: Bandar 60%, Seller: Mix 53%"
AIMS,"• SQ | 37.5k | 1.71bio | Avg: 457 | Bandar
• XL | 24.1k | 1.11bio | Avg: 458 | Retail
• XC | 7.8k | 358.16mio | Avg: 459 | Retail
• CC | 6.6k | 327.46mio | Avg: 498 | Mix
• RF | 4.8k | 232.32mio | Avg: 480 | Bandar","• MG | 29.7k | 1.35bio | Avg: 454 | Mix
• NI | 16.7k | 731.81mio | Avg: 439 | Bandar
• HP | 12.9k | 561.68mio | Avg: 434 | Bandar
• IU | 6.4k | 319.67mio | Avg: 498 | Bandar
• GA | 7.0k | 305.20mio | Avg: 436 | Bandar",8106,"Buyer: Bandar 52%, Seller: Bandar 59%"
